"RETAILER","VOLUME","DISP","PRICE"
"BIRMINGHAM/MONTGOM - KROGER",1961,0,2.316675
"BIRMINGHAM/MONTGOM - WINN DIXIE",5774,0.010625608,2.292518
"HARRISBURG/SCRANTN - GIANT FOOD STO",1393,0.173,2.639627
"NEW YORK (NEW) - A & P",5636,0,4.280518
"NEW YORK (NEW) - PATHMARK",25968,0.1845,2.653381
"NEW YORK (NEW) - WALDBAUMS",2992,0,3.320187
"ROANOKE (NEW) - FOOD LION",3511,0,2.269154
"ROANOKE (NEW) - KROGER CO",5304,0.01646124,2.448906
"LOS ANGELES - LUCKY",15293,0.116,2.624142
"LOS ANGELES - RALPHS",12447,0.279,2.38668
"LOS ANGELES - VONS",17377,0,2.600334
"CHICAGO - DOMINICK",14031,0,2.65341
"CHICAGO - JEWEL",22556,0.023713965,2.72105
"CHICAGO - OMNI",3925,0,2.699873
"HOUSTON - KROGER CO",9807,0.072,2.747017
"HOUSTON - RANDALLS",5469,0.046666667,2.819163
"PITTSBURGH - GIANT EAGLE",4546,0.155677686,2.561593
"DETROIT - FARMER JACKS",3068,0,3.394394
"DETROIT - KROGER CO",2845,0,3.253076
"CLEVELAND - STOP N SHOP",3814,0.036082298,2.677766
"ST. LOUIS - NATIONAL SUPER",1303,0,3.37759
"ST. LOUIS - SCHNUCK MARKETS",5035,0.018796834,3.31857
"DALLAS/FT. WORTH - ALBERTSONS",6046,0,2.615614
"DALLAS/FT. WORTH - KROGER CO",7471,0.015898477,2.415339
"DALLAS/FT. WORTH - TOM THUMB",6126,0.0695,2.666667
"DALLAS/FT. WORTH - WINN DIXIE",2199,0.068966977,2.373806
"BOSTON - SHAWS",1985,0,2.452393
"BOSTON - STAR MARKET",1427,0,2.653819
"BOSTON - STOP & SHOP",2500,0,2.5192
"SAN FRANCISCO - LUCKY",7950,0.069666667,2.923019
"TAMPA/ST. PETE - KASH N KARRY",3768,0,3.132962
"TAMPA/ST. PETE - PUBLIX",4590,0.051,2.983442
"TAMPA/ST. PETE - WINN DIXIE",5778,0.014727651,2.460194
"DENVER - KING SOOPERS INC",10238,0.171,2.719183
"PHILADELPHIA - ACME MARKET",3321,0.039,3.439024
"ATLANTA - KROGER CO",4341,0.049021951,3.274361
"ATLANTA - WINN DIXIE",2391,0,2.685905
"CINCINNATI - KROGER CO",8993,0.125,2.618147
"INDIANAPOLIS - KROGER CO",6362,0.136563924,2.41182
"OKLAHOMA CITY - HOMELAND",2669,0.138909465,2.403897
"SACRAMENTO - RALEYS",3616,0.318,2.653761
"SAN DIEGO - LUCKY",8291,0.194,2.567845
"SAN DIEGO - RALPHS",2788,0.406,2.386298
"SALT LAKE CITY - SMITHS FOOD",2001,0.114,2.652674
"PHOENIX - SAFEWAY",1138,0,3.053603
"PHOENIX - FRY'S FOOD STORE",3469,0.174,3.586048
"PHOENIX - SMITHS FOOD",2611,0.309,3.016469
"MIAMI - PUBLIX",12117,0.074626506,2.629034
"MIAMI - WINN DIXIE",8321,0,2.501262
"NASHVILLE - KROGER CO",4367,0.184,2.253263
"RALEIGH/GREENSBORO - WINN DIXIE",2908,0.065457906,2.473177
"RALEIGH/GREENSBORO - FOOD LION",4417,0.065887678,2.629839
"ALBANY,NY - PRICE CHOPPER",1031,0,2.883608
"BALTI/WASH - GIANT FOOD INC",3968,0,3.771169
"BALTI/WASH - SAFEWAY",3599,0,3.987219
"BALTI/WASH - SUPER FRESH",1287,0,3.854701
"MILWAUKEE - KOHLS FOOD STORE",2154,0,2.982823
"NEW ORLEANS - WINN DIXIE",5884,0.023740933,2.381373
"BUFFALO/ROCHESTER - TOPS MARKETS",2662,0.1715,3.195342
"BUFFALO/ROCHESTER - WEGMANS",8819,0.192333333,2.689534
"CHARLOTTE - BI LO",1629,0,2.386126
"CHARLOTTE - HARRIS TEETER",1760,0,2.505114
"CHARLOTTE - WINN DIXIE",3580,0.177356834,2.46676
"CHARLOTTE - FOOD LION",4009,0,2.542529
"HARTFORD - STOP & SHOP",2060,0,3.38932
"JACKSONVILLE,FL - PUBLIX",1317,0.05,3.179195
"JACKSONVILLE,FL - WINN DIXIE",2783,0,2.865613
"JACKSONVILLE,FL - FOOD LION",1379,0.682,2.292241
"LOUISVILLE - KROGER CO",4085,0.04433334,2.447736
"LOUISVILLE - WINN DIXIE",2001,0.108529412,2.36032
"RICHMOND/NORFOLK - FOOD LION",4616,0.033482408,2.604419
"RICHMOND/NORFOLK - NEW FARM FRESH",2443,0.037212766,2.636103
"COLUMBUS,OH - BIG BEAR",1189,0,3.54836
"COLUMBUS,OH - KROGER CO",3337,0,2.386575
"LITTLE ROCK - HARVEST FOODS",2549,0.059681893,2.420165
"WICHITA - DILLON COMPANIES",1487,0,3.221251
"SOUTH CAROLINA - BI LO",8359,0.257,2.386769
"SOUTH CAROLINA - FOOD LION",4054,0,2.365812
"SOUTH CAROLINA - WINN DIXIE",6227,0.796,2.386542
"ORLANDO,FL - PUBLIX",4604,0.1,2.835578
"ORLANDO,FL - WINN DIXIE",3834,0.107406304,2.789776
"ORLANDO,FL - FOOD LION",1044,0,2.318966
"SYRACUSE - P & C FOOD MARKE",2317,0.14,2.200259
"SYRACUSE - PRICE CHOPPER",621,0.161,2.971014
"SYRACUSE - WEGMANS",2773,0.321223455,2.664623
"NEW ENGLAND (NORTH) - SHOP N SAVE",5737,0.103,2.106327
"SAN ANT/CORPUS CHR - H E BUTT",11651,0.032,3.053472
"BIRMINGHAM/MONTGOM - BRUNOS",9148,0.398,2.399432
"BIRMINGHAM/MONTGOM - KROGER",2257,0,2.256978
"BIRMINGHAM/MONTGOM - WINN DIXIE",5247,0.012968584,2.299981
"HARRISBURG/SCRANTN - GIANT FOOD STO",1525,0.173,2.552787
"NEW YORK (NEW) - A & P",3670,0,4.4
"NEW YORK (NEW) - PATHMARK",4144,0.105024315,2.653475
"NEW YORK (NEW) - WALDBAUMS",1706,0,4.519343
"ROANOKE (NEW) - FOOD LION",2745,0,2.621494
"ROANOKE (NEW) - KROGER CO",4774,0.074238994,2.435693
"LOS ANGELES - LUCKY",13092,0.1565,2.628934
"LOS ANGELES - RALPHS",7355,0.2,2.386676
"LOS ANGELES - VONS",6090,0.0715,2.688342
"CHICAGO - DOMINICK",5890,0,2.653311
"CHICAGO - JEWEL",24514,0.043647597,2.605776
"CHICAGO - OMNI",2924,0,2.667237
"HOUSTON - KROGER CO",8328,0.037510208,2.747839
"HOUSTON - RANDALLS",5458,0.046333333,2.821363
"PITTSBURGH - GIANT EAGLE",3525,0.1055,2.575035
"DETROIT - FARMER JACKS",4039,0,3.060411
"DETROIT - KROGER CO",2693,0,3.349424
"CLEVELAND - STOP N SHOP",3675,0,2.718639
"ST. LOUIS - NATIONAL SUPER",917,0,3.374046
"ST. LOUIS - SCHNUCK MARKETS",4052,0.0103829,3.318608
"DALLAS/FT. WORTH - ALBERTSONS",3899,0.127,3.453193
"DALLAS/FT. WORTH - KROGER CO",6984,0.01736264,2.419101
"DALLAS/FT. WORTH - TOM THUMB",2765,0.2225,2.666908
"DALLAS/FT. WORTH - WINN DIXIE",2018,0.051254237,2.372646
"BOSTON - SHAWS",1663,0,2.457607
"BOSTON - STAR MARKET",494,0,3.135628
"BOSTON - STOP & SHOP",2262,0,2.343501
"SAN FRANCISCO - LUCKY",6913,0.030333333,2.908723
"TAMPA/ST. PETE - KASH N KARRY",3212,0,3.153798
"TAMPA/ST. PETE - PUBLIX",3350,0.051,3.013134
"TAMPA/ST. PETE - WINN DIXIE",4544,0.014727651,2.433099
"DENVER - KING SOOPERS INC",4638,0.196,2.681759
"PHILADELPHIA - ACME MARKET",3246,0,3.435613
"ATLANTA - KROGER CO",3299,0.050326409,3.209761
"ATLANTA - WINN DIXIE",2548,0,2.693878
"CINCINNATI - KROGER CO",8412,0.125,2.619353
"INDIANAPOLIS - KROGER CO",5775,0.105380742,2.42961
"OKLAHOMA CITY - HOMELAND",2170,0.072197531,2.389862
"SACRAMENTO - RALEYS",1362,0.1685,3.582966
"SAN DIEGO - LUCKY",6716,0.312942369,2.558666
"SAN DIEGO - RALPHS",1395,0.185,2.623656
"SALT LAKE CITY - SMITHS FOOD",898,0.124,3.051225
"PHOENIX - SAFEWAY",1090,0,3.588073
"PHOENIX - FRY'S FOOD STORE",2157,0.174,3.586926
"PHOENIX - SMITHS FOOD",875,0.309,3.005714
"MIAMI - PUBLIX",8730,0.024293785,2.569759
"MIAMI - WINN DIXIE",6911,0,2.541022
"NASHVILLE - KROGER CO",2786,0.183,2.926777
"RALEIGH/GREENSBORO - WINN DIXIE",2542,0.04158821,2.523997
"RALEIGH/GREENSBORO - FOOD LION",3502,0,2.90948
"ALBANY,NY - PRICE CHOPPER",686,0,2.88484
"BALTI/WASH - GIANT FOOD INC",3772,0,3.716331
"BALTI/WASH - SAFEWAY",3479,0,3.986778
"BALTI/WASH - SUPER FRESH",919,0,4.066376
"MILWAUKEE - KOHLS FOOD STORE",1540,0,3.135065
"NEW ORLEANS - WINN DIXIE",3736,0.027865772,2.380086
"BUFFALO/ROCHESTER - TOPS MARKETS",1646,0,3.198056
"BUFFALO/ROCHESTER - WEGMANS",1843,0.164,3.396636
"CHARLOTTE - BI LO",1277,0,2.386061
"CHARLOTTE - HARRIS TEETER",1628,0,2.464988
"CHARLOTTE - WINN DIXIE",3466,0.195259817,2.49423
"CHARLOTTE - FOOD LION",3051,0,2.814815
"HARTFORD - STOP & SHOP",1915,0,3.375457
"JACKSONVILLE,FL - PUBLIX",1194,0.1065,3.168342
"JACKSONVILLE,FL - WINN DIXIE",2640,0,2.680682
"JACKSONVILLE,FL - FOOD LION",1108,0.099737831,2.337545
"LOUISVILLE - KROGER CO",3342,0.072935026,2.527828
"LOUISVILLE - WINN DIXIE",1527,0.055911504,2.360838
"RICHMOND/NORFOLK - FOOD LION",3147,0,2.966953
"RICHMOND/NORFOLK - NEW FARM FRESH",2178,0.037212766,2.601928
"COLUMBUS,OH - BIG BEAR",937,0,3.537887
"COLUMBUS,OH - KROGER CO",2921,0,2.386511
"LITTLE ROCK - HARVEST FOODS",1777,0.117833005,2.441193
"WICHITA - DILLON COMPANIES",1013,0,3.692004
"SOUTH CAROLINA - BI LO",5792,0.257,2.38674
"SOUTH CAROLINA - FOOD LION",2775,0,2.500541
"SOUTH CAROLINA - WINN DIXIE",4398,0.434,2.386539
"ORLANDO,FL - PUBLIX",3322,0.1,2.859723
"ORLANDO,FL - WINN DIXIE",3289,0.16716714,2.787169
"ORLANDO,FL - FOOD LION",725,0.01462184,2.406897
"SYRACUSE - P & C FOOD MARKE",1082,0.245,2.556377
"SYRACUSE - PRICE CHOPPER",488,0.161,2.959016
"SYRACUSE - WEGMANS",616,0.174801109,3.482143
"NEW ENGLAND (NORTH) - SHOP N SAVE",4192,0,2.106632
"SAN ANT/CORPUS CHR - H E BUTT",9542,0.032,3.053448
"BIRMINGHAM/MONTGOM - BRUNOS",8126,0.311,2.422963
"BIRMINGHAM/MONTGOM - KROGER",1788,0,2.725951
"BIRMINGHAM/MONTGOM - WINN DIXIE",4869,0.014657383,2.299856
"HARRISBURG/SCRANTN - GIANT FOOD STO",1219,0.173,2.557014
"NEW YORK (NEW) - A & P",3354,0,4.359869
"NEW YORK (NEW) - PATHMARK",3268,0.071356413,2.653611
"NEW YORK (NEW) - WALDBAUMS",1385,0,4.519856
"ROANOKE (NEW) - FOOD LION",1935,0,3.023256
"ROANOKE (NEW) - KROGER CO",4312,0.069912951,2.432282
"LOS ANGELES - LUCKY",13121,0.112,2.627696
"LOS ANGELES - RALPHS",6636,0.243,2.653556
"LOS ANGELES - VONS",5202,0.0355,3.596886
"CHICAGO - DOMINICK",6827,0,3.112495
"CHICAGO - JEWEL",11156,0.021713105,3.214593
"CHICAGO - OMNI",3791,0,2.690319
"HOUSTON - KROGER CO",8408,0,2.730614
"HOUSTON - RANDALLS",5054,0,2.850416
"PITTSBURGH - GIANT EAGLE",3736,0,2.653105
"DETROIT - FARMER JACKS",11729,0.095830688,2.68045
"DETROIT - KROGER CO",2961,0,3.281662
"CLEVELAND - STOP N SHOP",2711,0,3.154187
"ST. LOUIS - NATIONAL SUPER",9702,0.694,2.65337
"ST. LOUIS - SCHNUCK MARKETS",4188,0.079,3.319962
"DALLAS/FT. WORTH - ALBERTSONS",3514,0.127,3.453045
"DALLAS/FT. WORTH - KROGER CO",5115,0.018021999,2.439296
"DALLAS/FT. WORTH - TOM THUMB",1434,0.072053525,4.038354
"DALLAS/FT. WORTH - WINN DIXIE",2271,0.017389831,2.373404
"BOSTON - SHAWS",2047,0,2.453835
"BOSTON - STAR MARKET",699,0,3.135908
"BOSTON - STOP & SHOP",5683,0,2
"SAN FRANCISCO - LUCKY",5430,0.064666667,3.698158
"TAMPA/ST. PETE - KASH N KARRY",2797,0,3.180908
"TAMPA/ST. PETE - PUBLIX",4411,0.051,3.018817
"TAMPA/ST. PETE - WINN DIXIE",6209,0.014727651,2.511516
"DENVER - KING SOOPERS INC",9887,0.204,2.674724
"PHILADELPHIA - ACME MARKET",3413,0.065,2.919719
"ATLANTA - KROGER CO",4437,0.046181484,2.577868
"ATLANTA - WINN DIXIE",3178,0,2.694147
"CINCINNATI - KROGER CO",8201,0.166,2.634557
"INDIANAPOLIS - KROGER CO",7011,0.134540519,2.386821
"OKLAHOMA CITY - HOMELAND",3844,0.176276771,2.388137
"SACRAMENTO - RALEYS",1795,0.522,3.854039
"SAN DIEGO - LUCKY",6198,0.3355,2.584382
"SAN DIEGO - RALPHS",1656,0.469,2.652778
"SALT LAKE CITY - SMITHS FOOD",1540,0.336,2.653896
"PHOENIX - SAFEWAY",826,0,3.587167
"PHOENIX - FRY'S FOOD STORE",2358,0,3.586938
"PHOENIX - SMITHS FOOD",1220,0.149,3.490164
"MIAMI - PUBLIX",11130,0.025717703,2.545193
"MIAMI - WINN DIXIE",8273,0,2.542971
"NASHVILLE - KROGER CO",2281,0.083,2.906181
"RALEIGH/GREENSBORO - WINN DIXIE",2095,0.025829957,2.47494
"RALEIGH/GREENSBORO - FOOD LION",3676,0,2.853101
"ALBANY,NY - PRICE CHOPPER",628,0,2.81051
"BALTI/WASH - GIANT FOOD INC",3971,0,3.801813
"BALTI/WASH - SAFEWAY",3968,0,3.986895
"BALTI/WASH - SUPER FRESH",898,0.046318358,4.092428
"MILWAUKEE - KOHLS FOOD STORE",4111,0,3.078326
"NEW ORLEANS - WINN DIXIE",4944,0.05066221,2.392597
"BUFFALO/ROCHESTER - TOPS MARKETS",1656,0.0715,3.208333
"BUFFALO/ROCHESTER - WEGMANS",2391,0.262666667,3.392304
"CHARLOTTE - BI LO",1570,0,2.387261
"CHARLOTTE - HARRIS TEETER",1593,0,2.480226
"CHARLOTTE - WINN DIXIE",3087,0.115072459,2.256884
"CHARLOTTE - FOOD LION",3247,0,2.908531
"HARTFORD - STOP & SHOP",8439,0,2.000118
"JACKSONVILLE,FL - PUBLIX",1418,0.0395,3.195346
"JACKSONVILLE,FL - WINN DIXIE",3181,0,2.65514
"JACKSONVILLE,FL - FOOD LION",1401,0.099737831,2.339757
"LOUISVILLE - KROGER CO",2788,0.020066222,2.477762
"LOUISVILLE - WINN DIXIE",2427,0.109290999,2.360527
"RICHMOND/NORFOLK - FOOD LION",3324,0,3.021059
"RICHMOND/NORFOLK - NEW FARM FRESH",2175,0,2.585287
"COLUMBUS,OH - BIG BEAR",1289,0,3.541505
"COLUMBUS,OH - KROGER CO",3430,0,2.38688
"LITTLE ROCK - HARVEST FOODS",1738,0.014865043,2.434407
"WICHITA - DILLON COMPANIES",938,0,3.691898
"SOUTH CAROLINA - BI LO",7471,0.257,2.386695
"SOUTH CAROLINA - FOOD LION",2735,0,2.536015
"SOUTH CAROLINA - WINN DIXIE",4358,0.405,2.386875
"ORLANDO,FL - PUBLIX",4497,0.1085,2.887481
"ORLANDO,FL - WINN DIXIE",4188,0.173493964,2.743792
"ORLANDO,FL - FOOD LION",818,0.016065405,2.382641
"SYRACUSE - P & C FOOD MARKE",1052,0.35,2.496198
"SYRACUSE - PRICE CHOPPER",378,0,2.862434
"SYRACUSE - WEGMANS",673,0.2252187,3.472511
"NEW ENGLAND (NORTH) - SHOP N SAVE",5586,0,2.106695
"SAN ANT/CORPUS CHR - H E BUTT",12384,0,3.053295
"BIRMINGHAM/MONTGOM - BRUNOS",8678,0.202,2.393178
"BIRMINGHAM/MONTGOM - KROGER",1757,0,2.7251
"BIRMINGHAM/MONTGOM - WINN DIXIE",5296,0.014654699,2.365937
"HARRISBURG/SCRANTN - GIANT FOOD STO",1612,0.173,2.556452
"NEW YORK (NEW) - A & P",3171,0,4.394828
"NEW YORK (NEW) - PATHMARK",2729,0.047628998,4.474166
"NEW YORK (NEW) - WALDBAUMS",1321,0,3.153671
"ROANOKE (NEW) - FOOD LION",1870,0,2.950802
"ROANOKE (NEW) - KROGER CO",5109,0.107860951,2.433549
"LOS ANGELES - LUCKY",9904,0.112,3.605109
"LOS ANGELES - RALPHS",7486,0.195,2.653219
"LOS ANGELES - VONS",27885,0,2.316873
"CHICAGO - DOMINICK",6108,0,3.147348
"CHICAGO - JEWEL",11114,0.019687618,3.177704
"CHICAGO - OMNI",3953,0,2.688085
"HOUSTON - KROGER CO",10371,0,2.746023
"HOUSTON - RANDALLS",4932,0,2.81691
"PITTSBURGH - GIANT EAGLE",2630,0.032,3.327376
"DETROIT - FARMER JACKS",5034,0.028188771,3.345252
"DETROIT - KROGER CO",6243,0,2.467884
"CLEVELAND - STOP N SHOP",2611,0.021348023,3.136346
"ST. LOUIS - NATIONAL SUPER",4750,0.076,3.133684
"ST. LOUIS - SCHNUCK MARKETS",4383,0.079,3.319872
"DALLAS/FT. WORTH - ALBERTSONS",3347,0,3.453839
"DALLAS/FT. WORTH - KROGER CO",4239,0.07614037,2.438783
"DALLAS/FT. WORTH - TOM THUMB",1495,0.1535,2.664883
"DALLAS/FT. WORTH - WINN DIXIE",2494,0.068472434,2.372895
"BOSTON - SHAWS",2191,0,2.458238
"BOSTON - STAR MARKET",677,0,3.137371
"BOSTON - STOP & SHOP",2668,0,2.473013
"SAN FRANCISCO - LUCKY",6240,0.03,3.736378
"TAMPA/ST. PETE - KASH N KARRY",3187,0,2.838092
"TAMPA/ST. PETE - PUBLIX",4345,0.051,3.024856
"TAMPA/ST. PETE - WINN DIXIE",5792,0,2.67058
"DENVER - KING SOOPERS INC",9356,0.123,2.678174
"PHILADELPHIA - ACME MARKET",2393,0.031904277,3.689929
"ATLANTA - KROGER CO",5413,0.044782576,2.532607
"ATLANTA - WINN DIXIE",3291,0,2.68429
"CINCINNATI - KROGER CO",8599,0.166,2.635423
"INDIANAPOLIS - KROGER CO",5807,0.211094456,2.401757
"OKLAHOMA CITY - HOMELAND",3826,0.238335165,2.401464
"SACRAMENTO - RALEYS",2253,0.2615,3.251221
"SAN DIEGO - LUCKY",3221,0.201,3.747283
"SAN DIEGO - RALPHS",1816,0.33,2.653084
"SALT LAKE CITY - SMITHS FOOD",1762,0.336,2.653235
"PHOENIX - SAFEWAY",770,0,3.588312
"PHOENIX - FRY'S FOOD STORE",2206,0,3.586129
"PHOENIX - SMITHS FOOD",973,0.149,3.491264
"MIAMI - PUBLIX",10446,0.006992578,2.547004
"MIAMI - WINN DIXIE",8561,0,2.508352
"NASHVILLE - KROGER CO",3822,0.215,2.386447
"RALEIGH/GREENSBORO - WINN DIXIE",2816,0.035532908,2.400568
"RALEIGH/GREENSBORO - FOOD LION",3824,0,2.825052
"ALBANY,NY - PRICE CHOPPER",792,0,2.609848
"BALTI/WASH - GIANT FOOD INC",4131,0,3.798112
"BALTI/WASH - SAFEWAY",9294,0,2.653217
"BALTI/WASH - SUPER FRESH",1166,0,3.590051
"MILWAUKEE - KOHLS FOOD STORE",2370,0,3.092827
"NEW ORLEANS - WINN DIXIE",5845,0.066080105,2.391446
"BUFFALO/ROCHESTER - TOPS MARKETS",2467,0.05,3.199433
"BUFFALO/ROCHESTER - WEGMANS",29429,0.586,1.871759
"CHARLOTTE - BI LO",1660,0.17,2.386747
"CHARLOTTE - HARRIS TEETER",1871,0,2.478354
"CHARLOTTE - WINN DIXIE",3856,0.115258297,2.258299
"CHARLOTTE - FOOD LION",3116,0,2.938703
"HARTFORD - STOP & SHOP",1881,0,3.394471
"JACKSONVILLE,FL - PUBLIX",1382,0,3.18958
"JACKSONVILLE,FL - WINN DIXIE",3303,0,2.667272
"JACKSONVILLE,FL - FOOD LION",1374,0.453,2.333333
"LOUISVILLE - KROGER CO",4295,0.124646124,2.459139
"LOUISVILLE - WINN DIXIE",2389,0.02240553,2.359565
"RICHMOND/NORFOLK - FOOD LION",3998,0,3.026763
"RICHMOND/NORFOLK - NEW FARM FRESH",2287,0.036978723,2.8662
"COLUMBUS,OH - BIG BEAR",1259,0,3.585385
"COLUMBUS,OH - KROGER CO",3621,0,2.386634
"LITTLE ROCK - HARVEST FOODS",2033,0.018477394,2.49336
"WICHITA - DILLON COMPANIES",1196,0,3.693144
"SOUTH CAROLINA - BI LO",7791,0.257,2.386728
"SOUTH CAROLINA - FOOD LION",3447,0,2.589208
"SOUTH CAROLINA - WINN DIXIE",5513,0.256,2.386722
"ORLANDO,FL - PUBLIX",4292,0.03,2.919618
"ORLANDO,FL - WINN DIXIE",4102,0.273752422,2.588493
"ORLANDO,FL - FOOD LION",840,0.00993242,2.408333
"SYRACUSE - P & C FOOD MARKE",987,0,2.845998
"SYRACUSE - PRICE CHOPPER",383,0,2.882507
"SYRACUSE - WEGMANS",8595,0.603803487,1.860035
"NEW ENGLAND (NORTH) - SHOP N SAVE",5381,0,2.106672
"SAN ANT/CORPUS CHR - H E BUTT",13303,0.05,3.053447
"BIRMINGHAM/MONTGOM - BRUNOS",8236,0.202,2.409543
"BIRMINGHAM/MONTGOM - KROGER",1889,0,2.476443
"BIRMINGHAM/MONTGOM - WINN DIXIE",4807,0.011364527,2.378406
"HARRISBURG/SCRANTN - GIANT FOOD STO",1660,0.173,2.542169
"NEW YORK (NEW) - A & P",3175,0,4.372283
"NEW YORK (NEW) - PATHMARK",2587,0.022066313,4.475454
"NEW YORK (NEW) - WALDBAUMS",5132,0,2.759548
"ROANOKE (NEW) - FOOD LION",2303,0,3.046461
"ROANOKE (NEW) - KROGER CO",5761,0.010926366,2.42319
"LOS ANGELES - LUCKY",9435,0.112,3.59576
"LOS ANGELES - RALPHS",6690,0.297,3.052765
"LOS ANGELES - VONS",8722,0.1015,3.672896
"CHICAGO - DOMINICK",11128,0.063,2.915798
"CHICAGO - JEWEL",21286,0.022364162,2.991779
"CHICAGO - OMNI",3450,0,2.688406
"HOUSTON - KROGER CO",9797,0,2.740737
"HOUSTON - RANDALLS",5522,0,2.834118
"PITTSBURGH - GIANT EAGLE",5084,0.258,2.653423
"DETROIT - FARMER JACKS",3308,0.034586218,3.395405
"DETROIT - KROGER CO",3908,0.010895317,3.29043
"CLEVELAND - STOP N SHOP",3803,0.022591837,2.69077
"ST. LOUIS - NATIONAL SUPER",1921,0,3.462259
"ST. LOUIS - SCHNUCK MARKETS",4216,0.004678474,3.318786
"DALLAS/FT. WORTH - ALBERTSONS",3451,0,3.453782
"DALLAS/FT. WORTH - KROGER CO",5170,0.080381743,2.430754
"DALLAS/FT. WORTH - TOM THUMB",5061,0.14,2.666864
"DALLAS/FT. WORTH - WINN DIXIE",2593,0.55,2.373698
"BOSTON - SHAWS",1983,0,2.460414
"BOSTON - STAR MARKET",743,0,3.130552
"BOSTON - STOP & SHOP",2759,0,2.468286
"SAN FRANCISCO - LUCKY",5407,0.029121383,3.733309
"TAMPA/ST. PETE - KASH N KARRY",3876,0,2.773478
"TAMPA/ST. PETE - PUBLIX",4777,0.1635,3.047101
"TAMPA/ST. PETE - WINN DIXIE",5668,0.057592552,2.662668
"DENVER - KING SOOPERS INC",9865,0.082,2.668728
"PHILADELPHIA - ACME MARKET",2924,0,3.699042
"ATLANTA - KROGER CO",5838,0.045865173,2.585988
"ATLANTA - WINN DIXIE",3538,0,2.70831
"CINCINNATI - KROGER CO",5699,0,3.024566
"INDIANAPOLIS - KROGER CO",4807,0.132307692,2.40545
"OKLAHOMA CITY - HOMELAND",2596,0.28325326,2.43567
"SACRAMENTO - RALEYS",3691,0.327,2.652669
"SAN DIEGO - LUCKY",3189,0.2695,3.746629
"SAN DIEGO - RALPHS",1697,0.52,3.052445
"SALT LAKE CITY - SMITHS FOOD",3017,0.261,2.770302
"PHOENIX - SAFEWAY",813,0,3.586716
"PHOENIX - FRY'S FOOD STORE",2375,0,3.586947
"PHOENIX - SMITHS FOOD",981,0.231,3.352701
"MIAMI - PUBLIX",10168,0.019317161,2.566975
"MIAMI - WINN DIXIE",8706,0.0895,2.523547
"NASHVILLE - KROGER CO",4096,0.283,2.386475
"RALEIGH/GREENSBORO - WINN DIXIE",2749,0.083823774,2.52892
"RALEIGH/GREENSBORO - FOOD LION",3872,0,2.949638
"ALBANY,NY - PRICE CHOPPER",770,0,2.648052
"BALTI/WASH - GIANT FOOD INC",4356,0,3.778696
"BALTI/WASH - SAFEWAY",7928,0.115,3.986756
"BALTI/WASH - SUPER FRESH",1775,0,3.464225
"MILWAUKEE - KOHLS FOOD STORE",3911,0,2.677576
"NEW ORLEANS - WINN DIXIE",6145,0.118821288,2.387958
"BUFFALO/ROCHESTER - TOPS MARKETS",2121,0,3.198491
"BUFFALO/ROCHESTER - WEGMANS",3031,0.299,3.337182
"CHARLOTTE - BI LO",1636,0.17,2.386308
"CHARLOTTE - HARRIS TEETER",1734,0,2.491926
"CHARLOTTE - WINN DIXIE",3730,0.085500348,2.254424
"CHARLOTTE - FOOD LION",3029,0,2.970617
"HARTFORD - STOP & SHOP",1866,0,3.359057
"JACKSONVILLE,FL - PUBLIX",1274,0,3.172684
"JACKSONVILLE,FL - WINN DIXIE",2967,0,2.696663
"JACKSONVILLE,FL - FOOD LION",1400,0.159606218,2.412857
"LOUISVILLE - KROGER CO",4549,0.108809678,2.447791
"LOUISVILLE - WINN DIXIE",2525,0.027255319,2.360396
"RICHMOND/NORFOLK - FOOD LION",3173,0,3.042231
"RICHMOND/NORFOLK - NEW FARM FRESH",1968,0.036766879,2.892276
"COLUMBUS,OH - BIG BEAR",1034,0,3.579304
"COLUMBUS,OH - KROGER CO",3498,0,2.386792
"LITTLE ROCK - HARVEST FOODS",1882,0.035633653,2.629649
"WICHITA - DILLON COMPANIES",1459,0,3.396162
"SOUTH CAROLINA - BI LO",7958,0.232,2.386655
"SOUTH CAROLINA - FOOD LION",3103,0,2.59523
"SOUTH CAROLINA - WINN DIXIE",5395,0.025268293,2.373679
"ORLANDO,FL - PUBLIX",5047,0.253,2.945116
"ORLANDO,FL - WINN DIXIE",3399,0.248202718,2.477788
"ORLANDO,FL - FOOD LION",840,0.119633248,2.410714
"SYRACUSE - P & C FOOD MARKE",1563,0,2.177223
"SYRACUSE - PRICE CHOPPER",312,0,2.814103
"SYRACUSE - WEGMANS",818,0.174801109,3.469438
"NEW ENGLAND (NORTH) - SHOP N SAVE",5717,0,2.106699
"SAN ANT/CORPUS CHR - H E BUTT",12302,0.05,3.053325
"BIRMINGHAM/MONTGOM - BRUNOS",8214,0.104,2.428658
"BIRMINGHAM/MONTGOM - KROGER",1945,0,2.386632
"BIRMINGHAM/MONTGOM - WINN DIXIE",5717,0.019780032,2.398286
"HARRISBURG/SCRANTN - GIANT FOOD STO",1607,0.173,2.555694
"NEW YORK (NEW) - A & P",3186,0,3.52919
"NEW YORK (NEW) - PATHMARK",2576,0.076008055,4.474379
"NEW YORK (NEW) - WALDBAUMS",1646,0,4.632442
"ROANOKE (NEW) - FOOD LION",1998,0,3.046547
"ROANOKE (NEW) - KROGER CO",6184,0.01210607,2.423997
